Product Name,Discount Price,Actual Price,Color,SKU,Image URLs,US Size,UK Size,EU Size,BR Size,MX Size,CA Size,Style,Type,Material,Pattern Type,Decoration,Occasion,Toe,Heel Height,Package Include,HEEL HEIGHT
Ombre Floral Pattern Strappy Wedge Sandals,$19.76,$26.35,Multicolor,SKU: LZT8194-bwsd-mu,"""https://image.geeko.ltd/small/932913c2-4096-4c69-a241-bfee384cf7a8-03807-pc"", ""https://image.geeko.ltd/small/932913c2-4096-4c69-a241-bfee384cf7a8-03807-pc"", ""https://image.geeko.ltd/small/932913c2-4096-4c69-a241-bfee384cf7a8-03807-pc-sec"", ""https://image.geeko.ltd/small/932913c2-4096-4c69-a241-bfee384cf7a8-03807-pc-0"", ""https://image.geeko.ltd/small/932913c2-4096-4c69-a241-bfee384cf7a8-03807-pc-1"", ""https://image.geeko.ltd/small/932913c2-4096-4c69-a241-bfee384cf7a8-03807-pc-2"", ""https://image.geeko.ltd/small/932913c2-4096-4c69-a241-bfee384cf7a8-03807-pc-3"", ""https://image.geeko.ltd/small/932913c2-4096-4c69-a241-bfee384cf7a8-03807-pc-4"", ""https://image.geeko.ltd/small/932913c2-4096-4c69-a241-bfee384cf7a8-03807-pc-5"", ""https://image.geeko.ltd/small/932913c2-4096-4c69-a241-bfee384cf7a8-03807-pc-6"", ""https://image.geeko.ltd/small/932913c2-4096-4c69-a241-bfee384cf7a8-03807-pc-7""","US6, US7, US8, US8.5, US9.5, US10, US11","UK3.5, UK4.5, UK5.5, UK6, UK6.5, UK7.5, UK8.5","37, 38, 39, 40, 41, 42, 43","BR34, BR35, BR36, BR37, BR38, BR39, BR40","EUR37(23.5), EUR38(24), EUR39(25), EUR40(25.5), EUR41(26), EUR42(26.5), EUR43(27)","CA6, CA7, CA8, CA8.5, CA9.5, CA10.5, CA11", Chic, Wedge Shoes,," Floral,Ombre",, Daily, Peep Toe, High Heel, 1*Wedge Sandals,
Ombre Floral Pattern Strappy Wedge Sandals,$19.76,$26.35,Hot Pink,SKU: LZT8194-bwsd-hp,"""https://image.geeko.ltd/small/402f39d4-fe48-40bc-bf7b-9563204b97d5-51759-pc"", ""https://image.geeko.ltd/small/402f39d4-fe48-40bc-bf7b-9563204b97d5-51759-pc"", ""https://image.geeko.ltd/small/402f39d4-fe48-40bc-bf7b-9563204b97d5-51759-pc-sec"", ""https://image.geeko.ltd/small/402f39d4-fe48-40bc-bf7b-9563204b97d5-51759-pc-0"", ""https://image.geeko.ltd/small/402f39d4-fe48-40bc-bf7b-9563204b97d5-51759-pc-1"", ""https://image.geeko.ltd/small/402f39d4-fe48-40bc-bf7b-9563204b97d5-51759-pc-2""","US6, US7, US8.5, US8, US9.5, US10, US11","UK3.5, UK4.5, UK6, UK5.5, UK6.5, UK7.5, UK8.5","37, 38, 40, 39, 41, 42, 43","BR34, BR35, BR37, BR36, BR38, BR39, BR40","EUR37(23.5), EUR38(24), EUR40(25.5), EUR39(25), EUR41(26), EUR42(26.5), EUR43(27)","CA6, CA7, CA8.5, CA8, CA9.5, CA10.5, CA11", Chic, Wedge Shoes,," Floral,Ombre",, Daily, Peep Toe, High Heel, 1*Wedge Sandals,
Ombre Floral Pattern Strappy Wedge Sandals,$19.76,$26.35,Green,SKU: LZT8194-bwsd-gr,"""https://image.geeko.ltd/small/f633138f-df18-49bd-9556-d5d03de77461-06144-pc"", ""https://image.geeko.ltd/small/f633138f-df18-49bd-9556-d5d03de77461-06144-pc"", ""https://image.geeko.ltd/small/f633138f-df18-49bd-9556-d5d03de77461-06144-pc-sec"", ""https://image.geeko.ltd/small/f633138f-df18-49bd-9556-d5d03de77461-06144-pc-0"", ""https://image.geeko.ltd/small/f633138f-df18-49bd-9556-d5d03de77461-06144-pc-1"", ""https://image.geeko.ltd/small/f633138f-df18-49bd-9556-d5d03de77461-06144-pc-2""","US6, US7, US8, US8.5, US9.5, US10, US11","UK3.5, UK4.5, UK5.5, UK6, UK6.5, UK7.5, UK8.5","37, 38, 39, 40, 41, 42, 43","BR34, BR35, BR36, BR37, BR38, BR39, BR40","EUR37(23.5), EUR38(24), EUR39(25), EUR40(25.5), EUR41(26), EUR42(26.5), EUR43(27)","CA6, CA7, CA8, CA8.5, CA9.5, CA10.5, CA11", Chic, Wedge Shoes,," Floral,Ombre",, Daily, Peep Toe, High Heel, 1*Wedge Sandals,
Ombre Floral Pattern Strappy Wedge Sandals,$19.76,$26.35,Red,SKU: LZT8194-bwsd-r,"""https://image.geeko.ltd/small/ed2b2267-9f6f-4453-827f-599f4d3eb51e-34642-pc"", ""https://image.geeko.ltd/small/ed2b2267-9f6f-4453-827f-599f4d3eb51e-34642-pc"", ""https://image.geeko.ltd/small/ed2b2267-9f6f-4453-827f-599f4d3eb51e-34642-pc-sec"", ""https://image.geeko.ltd/small/ed2b2267-9f6f-4453-827f-599f4d3eb51e-34642-pc-0"", ""https://image.geeko.ltd/small/ed2b2267-9f6f-4453-827f-599f4d3eb51e-34642-pc-1""","US6, US7, US8.5, US8, US9.5, US10, US11","UK3.5, UK4.5, UK6, UK5.5, UK6.5, UK7.5, UK8.5","37, 38, 40, 39, 41, 42, 43","BR34, BR35, BR37, BR36, BR38, BR39, BR40","EUR37(23.5), EUR38(24), EUR40(25.5), EUR39(25), EUR41(26), EUR42(26.5), EUR43(27)","CA6, CA7, CA8.5, CA8, CA9.5, CA10.5, CA11", Chic, Wedge Shoes,," Floral,Ombre",, Daily, Peep Toe, High Heel, 1*Wedge Sandals,
Croc Embossed Rhinestone Chunky Heels,,$29.56,Purple,SKU: LZT1609-bwsd-pu,"""https://image.geeko.ltd/small/15a6dffd-a9ff-4ca0-b525-725038ae3820-01840-pc"", ""https://image.geeko.ltd/small/15a6dffd-a9ff-4ca0-b525-725038ae3820-01840-pc"", ""https://image.geeko.ltd/small/15a6dffd-a9ff-4ca0-b525-725038ae3820-01840-pc-sec"", ""https://image.geeko.ltd/small/15a6dffd-a9ff-4ca0-b525-725038ae3820-01840-pc-0"", ""https://image.geeko.ltd/small/15a6dffd-a9ff-4ca0-b525-725038ae3820-01840-pc-1"", ""https://image.geeko.ltd/small/15a6dffd-a9ff-4ca0-b525-725038ae3820-01840-pc-2"", ""https://image.geeko.ltd/small/15a6dffd-a9ff-4ca0-b525-725038ae3820-01840-pc-3"", ""https://image.geeko.ltd/small/15a6dffd-a9ff-4ca0-b525-725038ae3820-01840-pc-4"", ""https://image.geeko.ltd/small/15a6dffd-a9ff-4ca0-b525-725038ae3820-01840-pc-5"", ""https://image.geeko.ltd/small/15a6dffd-a9ff-4ca0-b525-725038ae3820-01840-pc-6""","US6, US7, US8.5, US8, US9.5, US10, US11","UK3.5, UK4.5, UK6, UK5.5, UK6.5, UK7.5, UK8.5","37, 38, 40, 39, 41, 42, 43","BR34, BR35, BR37, BR36, BR38, BR39, BR40","EUR37(23.5), EUR38(24), EUR40(25.5), EUR39(25), EUR41(26), EUR42(26.5), EUR43(27)","CA6, CA7, CA8.5, CA8, CA9.5, CA10.5, CA11", Chic, Heeled-Sandals, 100%PU, Colorblock,, Daily, Peep Toe, Low Heel, 1* Sandals, 5.5cm
Croc Embossed Rhinestone Chunky Heels,,$29.56,White,SKU: LZT1609-bwsd-w,"""https://image.geeko.ltd/small/83d09f28-f952-4468-a3d3-d7569dc861e4-01640-pc"", ""https://image.geeko.ltd/small/83d09f28-f952-4468-a3d3-d7569dc861e4-01640-pc"", ""https://image.geeko.ltd/small/83d09f28-f952-4468-a3d3-d7569dc861e4-01640-pc-sec"", ""https://image.geeko.ltd/small/83d09f28-f952-4468-a3d3-d7569dc861e4-01640-pc-0"", ""https://image.geeko.ltd/small/83d09f28-f952-4468-a3d3-d7569dc861e4-01640-pc-1"", ""https://image.geeko.ltd/small/83d09f28-f952-4468-a3d3-d7569dc861e4-01640-pc-2"", ""https://image.geeko.ltd/small/83d09f28-f952-4468-a3d3-d7569dc861e4-01640-pc-3"", ""https://image.geeko.ltd/small/83d09f28-f952-4468-a3d3-d7569dc861e4-01640-pc-4"", ""https://image.geeko.ltd/small/83d09f28-f952-4468-a3d3-d7569dc861e4-01640-pc-5""","US6, US7, US8.5, US8, US9.5, US10, US11","UK3.5, UK4.5, UK6, UK5.5, UK6.5, UK7.5, UK8.5","37, 38, 40, 39, 41, 42, 43","BR34, BR35, BR37, BR36, BR38, BR39, BR40","EUR37(23.5), EUR38(24), EUR40(25.5), EUR39(25), EUR41(26), EUR42(26.5), EUR43(27)","CA6, CA7, CA8.5, CA8, CA9.5, CA10.5, CA11", Chic, Heeled-Sandals, 100%PU, Colorblock,, Daily, Peep Toe, Low Heel, 1* Sandals, 5.5cm
Croc Embossed Rhinestone Chunky Heels,,$29.56,Black,SKU: LZT1609-bwsd-bk,"""https://image.geeko.ltd/small/e87c3fdc-8d13-43de-8c59-257cc748c56c-01788-pc"", ""https://image.geeko.ltd/small/e87c3fdc-8d13-43de-8c59-257cc748c56c-01788-pc"", ""https://image.geeko.ltd/small/e87c3fdc-8d13-43de-8c59-257cc748c56c-01788-pc-sec"", ""https://image.geeko.ltd/small/e87c3fdc-8d13-43de-8c59-257cc748c56c-01788-pc-0"", ""https://image.geeko.ltd/small/e87c3fdc-8d13-43de-8c59-257cc748c56c-01788-pc-1"", ""https://image.geeko.ltd/small/e87c3fdc-8d13-43de-8c59-257cc748c56c-01788-pc-2"", ""https://image.geeko.ltd/small/e87c3fdc-8d13-43de-8c59-257cc748c56c-01788-pc-3"", ""https://image.geeko.ltd/small/e87c3fdc-8d13-43de-8c59-257cc748c56c-01788-pc-4"", ""https://image.geeko.ltd/small/e87c3fdc-8d13-43de-8c59-257cc748c56c-01788-pc-5"", ""https://image.geeko.ltd/small/e87c3fdc-8d13-43de-8c59-257cc748c56c-01788-pc-6""","US6, US7, US8, US8.5, US9.5, US10, US11","UK3.5, UK4.5, UK5.5, UK6, UK6.5, UK7.5, UK8.5","37, 38, 39, 40, 41, 42, 43","BR34, BR35, BR36, BR37, BR38, BR39, BR40","EUR37(23.5), EUR38(24), EUR39(25), EUR40(25.5), EUR41(26), EUR42(26.5), EUR43(27)","CA6, CA7, CA8, CA8.5, CA9.5, CA10.5, CA11", Chic, Heeled-Sandals, 100%PU, Colorblock,, Daily, Peep Toe, Low Heel, 1* Sandals, 5.5cm
Ombre Square Toe Strappy Sandals,$15.07,$20.09,Multicolor,SKU: LZT8195-bwsd-mu,"""https://image.geeko.ltd/small/3c01facd-b6fa-4d37-9878-95691e39ec88-01597-pc"", ""https://image.geeko.ltd/small/3c01facd-b6fa-4d37-9878-95691e39ec88-01597-pc"", ""https://image.geeko.ltd/small/3c01facd-b6fa-4d37-9878-95691e39ec88-01597-pc-sec"", ""https://image.geeko.ltd/small/3c01facd-b6fa-4d37-9878-95691e39ec88-01597-pc-0"", ""https://image.geeko.ltd/small/3c01facd-b6fa-4d37-9878-95691e39ec88-01597-pc-1"", ""https://image.geeko.ltd/small/3c01facd-b6fa-4d37-9878-95691e39ec88-01597-pc-2"", ""https://image.geeko.ltd/small/3c01facd-b6fa-4d37-9878-95691e39ec88-01597-pc-3""","US6, US7, US8, US8.5, US9.5, US10, US11","UK3.5, UK4.5, UK5.5, UK6, UK6.5, UK7.5, UK8.5","37, 38, 39, 40, 41, 42, 43","BR34, BR35, BR36, BR37, BR38, BR39, BR40","EUR37(23.5), EUR38(24), EUR39(25), EUR40(25.5), EUR41(26), EUR42(26.5), EUR43(27)","CA6, CA7, CA8, CA8.5, CA9.5, CA10.5, CA11", Chic, Flat Sandals,, Ombre,, Daily," Open Toe,Square Toe", Flat, 1*Sandals,
Ombre Square Toe Strappy Sandals,$15.07,$20.09,Gold,SKU: LZT8195-bwsd-gd,"""https://image.geeko.ltd/small/6dce9f89-d288-42e6-8d23-01d91e9d67b0-01603-pc"", ""https://image.geeko.ltd/small/6dce9f89-d288-42e6-8d23-01d91e9d67b0-01603-pc"", ""https://image.geeko.ltd/small/6dce9f89-d288-42e6-8d23-01d91e9d67b0-01603-pc-sec"", ""https://image.geeko.ltd/small/6dce9f89-d288-42e6-8d23-01d91e9d67b0-01603-pc-0"", ""https://image.geeko.ltd/small/6dce9f89-d288-42e6-8d23-01d91e9d67b0-01603-pc-1"", ""https://image.geeko.ltd/small/6dce9f89-d288-42e6-8d23-01d91e9d67b0-01603-pc-2"", ""https://image.geeko.ltd/small/6dce9f89-d288-42e6-8d23-01d91e9d67b0-01603-pc-3"", ""https://image.geeko.ltd/small/6dce9f89-d288-42e6-8d23-01d91e9d67b0-01603-pc-4""","US6, US7, US8, US8.5, US9.5, US10, US11","UK3.5, UK4.5, UK5.5, UK6, UK6.5, UK7.5, UK8.5","37, 38, 39, 40, 41, 42, 43","BR34, BR35, BR36, BR37, BR38, BR39, BR40","EUR37(23.5), EUR38(24), EUR39(25), EUR40(25.5), EUR41(26), EUR42(26.5), EUR43(27)","CA6, CA7, CA8, CA8.5, CA9.5, CA10.5, CA11", Chic, Flat Sandals,, Ombre,, Daily," Open Toe,Square Toe", Flat, 1*Sandals,
Bowknot Design Peep Toe Sandals,,$20.84,Black,SKU: LZT8126-bwsd-bk,"""https://image.geeko.ltd/small/87dcb004-03e7-4679-89b4-a746692aada1-57439-pc"", ""https://image.geeko.ltd/small/87dcb004-03e7-4679-89b4-a746692aada1-57439-pc"", ""https://image.geeko.ltd/small/87dcb004-03e7-4679-89b4-a746692aada1-57439-pc-sec"", ""https://image.geeko.ltd/small/87dcb004-03e7-4679-89b4-a746692aada1-57439-pc-0"", ""https://image.geeko.ltd/small/87dcb004-03e7-4679-89b4-a746692aada1-57439-pc-1"", ""https://image.geeko.ltd/small/87dcb004-03e7-4679-89b4-a746692aada1-57439-pc-2"", ""https://image.geeko.ltd/small/87dcb004-03e7-4679-89b4-a746692aada1-57439-pc-3"", ""https://image.geeko.ltd/small/87dcb004-03e7-4679-89b4-a746692aada1-57439-pc-4"", ""https://image.geeko.ltd/small/87dcb004-03e7-4679-89b4-a746692aada1-57439-pc-5"", ""https://image.geeko.ltd/small/87dcb004-03e7-4679-89b4-a746692aada1-57439-pc-6""","US6, US7, US8, US8.5, US9.5, US10, US11","UK3.5, UK4.5, UK5.5, UK6, UK6.5, UK7.5, UK8.5","37, 38, 39, 40, 41, 42, 43","BR34, BR35, BR36, BR37, BR38, BR39, BR40","EUR37(23.5), EUR38(24), EUR39(25), EUR40(25.5), EUR41(26), EUR42(26.5), EUR43(27)","CA6, CA7, CA8, CA8.5, CA9.5, CA10.5, CA11", Chic, Flat Sandals,, Plain,," Beach,Daily,Vacation", Peep Toe, Flat, 1*Sandals,
Bowknot Design Peep Toe Sandals,,$20.84,Apricot,SKU: LZT8126-bwsd-Ap,"""https://image.geeko.ltd/small/6c102494-04cc-4674-9c8a-1723b06f9247-92063-pc"", ""https://image.geeko.ltd/small/6c102494-04cc-4674-9c8a-1723b06f9247-92063-pc"", ""https://image.geeko.ltd/small/6c102494-04cc-4674-9c8a-1723b06f9247-92063-pc-sec"", ""https://image.geeko.ltd/small/6c102494-04cc-4674-9c8a-1723b06f9247-92063-pc-0"", ""https://image.geeko.ltd/small/6c102494-04cc-4674-9c8a-1723b06f9247-92063-pc-1"", ""https://image.geeko.ltd/small/6c102494-04cc-4674-9c8a-1723b06f9247-92063-pc-2"", ""https://image.geeko.ltd/small/6c102494-04cc-4674-9c8a-1723b06f9247-92063-pc-3""","US6, US7, US8.5, US8, US9.5, US10, US11","UK3.5, UK4.5, UK6, UK5.5, UK6.5, UK7.5, UK8.5","37, 38, 40, 39, 41, 42, 43","BR34, BR35, BR37, BR36, BR38, BR39, BR40","EUR37(23.5), EUR38(24), EUR40(25.5), EUR39(25), EUR41(26), EUR42(26.5), EUR43(27)","CA6, CA7, CA8.5, CA8, CA9.5, CA10.5, CA11", Chic, Flat Sandals,, Plain,," Beach,Daily,Vacation", Peep Toe, Flat, 1*Sandals,
Glitter Cross Strap Buckled Latin Dance Pumps,,$26.97,Black,SKU: LZT7386A1-bwsd-bk,"""https://image.geeko.ltd/small/638e8219-90d6-4c77-8a04-3a9f14d9e034-42836-pc"", ""https://image.geeko.ltd/small/638e8219-90d6-4c77-8a04-3a9f14d9e034-42836-pc"", ""https://image.geeko.ltd/small/638e8219-90d6-4c77-8a04-3a9f14d9e034-42836-pc-sec"", ""https://image.geeko.ltd/small/638e8219-90d6-4c77-8a04-3a9f14d9e034-42836-pc-0"", ""https://image.geeko.ltd/small/638e8219-90d6-4c77-8a04-3a9f14d9e034-42836-pc-1""","US6, US7, US8, US8.5, US9.5, US10, US11.5, US11","UK3.5, UK4.5, UK5.5, UK6, UK6.5, UK7.5, UK9.5, UK8.5","37, 38, 39, 40, 41, 42, 44, 43","BR34, BR35, BR36, BR37, BR38, BR39, BR41, BR40","EUR37(23.5), EUR38(24), EUR39(25), EUR40(25.5), EUR41(26), EUR42(26.5), EUR44(27.5), EUR43(27)","CA6, CA7, CA8, CA8.5, CA9.5, CA10.5, CA11.5, CA11", Chic, Pumps,, Contrast Paneled,," Daily,Party", Point Toe, Low Heel, 1*Pumps,
Glitter Cross Strap Buckled Latin Dance Pumps,,$26.97,Gold,SKU: LZT7386A1-bwsd-gd,"""https://image.geeko.ltd/small/cac50bf2-b860-401f-974b-7abff4156ee8-01700-pc"", ""https://image.geeko.ltd/small/cac50bf2-b860-401f-974b-7abff4156ee8-01700-pc"", ""https://image.geeko.ltd/small/cac50bf2-b860-401f-974b-7abff4156ee8-01700-pc-sec"", ""https://image.geeko.ltd/small/cac50bf2-b860-401f-974b-7abff4156ee8-01700-pc-0"", ""https://image.geeko.ltd/small/cac50bf2-b860-401f-974b-7abff4156ee8-01700-pc-1"", ""https://image.geeko.ltd/small/cac50bf2-b860-401f-974b-7abff4156ee8-01700-pc-2""","US6, US7, US8.5, US8, US9.5, US10, US11.5, US11","UK3.5, UK4.5, UK6, UK5.5, UK6.5, UK7.5, UK9.5, UK8.5","37, 38, 40, 39, 41, 42, 44, 43","BR34, BR35, BR37, BR36, BR38, BR39, BR41, BR40","EUR37(23.5), EUR38(24), EUR40(25.5), EUR39(25), EUR41(26), EUR42(26.5), EUR44(27.5), EUR43(27)","CA6, CA7, CA8.5, CA8, CA9.5, CA10.5, CA11.5, CA11", Chic, Pumps,, Contrast Paneled,," Daily,Party", Point Toe, Low Heel, 1*Pumps,
Platform Sandals Summer Braided Knit O-Ring Cutout Open Toe Slide Sandals,,$31.12,Hot Pink,SKU: LZT3706-bwsd-hp,"""https://image.geeko.ltd/small/58bf6c56-f4ba-44f6-890a-4bf8468f7093-58828-pc"", ""https://image.geeko.ltd/small/58bf6c56-f4ba-44f6-890a-4bf8468f7093-58828-pc"", ""https://image.geeko.ltd/small/58bf6c56-f4ba-44f6-890a-4bf8468f7093-58828-pc-sec"", ""https://image.geeko.ltd/small/58bf6c56-f4ba-44f6-890a-4bf8468f7093-58828-pc-0"", ""https://image.geeko.ltd/small/58bf6c56-f4ba-44f6-890a-4bf8468f7093-58828-pc-1"", ""https://image.geeko.ltd/small/58bf6c56-f4ba-44f6-890a-4bf8468f7093-58828-pc-2""","US6, US7, US8, US8.5, US9.5, US10, US11","UK3.5, UK4.5, UK5.5, UK6, UK6.5, UK7.5, UK8.5","37, 38, 39, 40, 41, 42, 43","BR34, BR35, BR36, BR37, BR38, BR39, BR40","EUR37(23.5), EUR38(24), EUR39(25), EUR40(25.5), EUR41(26), EUR42(26.5), EUR43(27)","CA6, CA7, CA8, CA8.5, CA9.5, CA10.5, CA11", Casual, Flat Sandals,, Plain, Cutout, Daily,,, 1*Sandals,
